Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
3797,EncrypGen,DNA,0.01,0.0,0.0,-11.1,-25.0,0.0,0.0,70900000.0,0.0,Altcoin
3798,Monk,MONK,0.0,2.4,-18.3,-0.9,26.1,165.0,0.0,505000000.0,0.0,Altcoin
3799,Cappasity,CAPP,0.0,2.2,5.5,15.5,46.8,142345.0,0.0,5950000000.0,0.0,Altcoin
3800,Lethean,LTHN,0.0,-0.3,-15.2,-43.2,-12.4,6.97,0.0,999000000.0,0.0,Altcoin
3801,iEthereum,IETH,0.03,0.0,17.9,2.4,110.4,91.32,0.0,18000000.0,0.0,Infrastructure/L1/L2
3802,YENTEN,YTN,0.0,0.3,-15.6,1.6,-58.5,14.29,0.0,80000000.0,0.0,Altcoin
3803,BitcoinX,BCX,0.0,-0.3,-6.0,-5.0,5.4,41969.0,0.0,210000000000.0,0.0,Infrastructure/L1/L2
3804,Bitcoin Fast,BCF,0.0,0.5,0.5,1.5,78.1,0.03,0.0,21000000.0,0.0,Infrastructure/L1/L2
3805,ColossusXT,COLX,0.0,0.0,11.0,-5.7,41.8,0.02,0.0,0.0,0.0,Altcoin
3806,PlayKey,PKT,0.0,0.4,-0.6,-55.2,-59.5,67587.0,0.0,19900000.0,0.0,Altcoin
3807,Game,GTC,0.0,0.3,-3.7,-1.1,-3.8,48520.0,0.0,2000000000.0,0.0,Altcoin
3808,BitBoost,BBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,0.0,Altcoin
3809,xMoney,UTK,0.07,-0.1,-3.4,-9.0,22.1,2172261.0,0.0,1000000000.0,0.0,Altcoin
3810,BitClave,CAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000000.0,0.0,Altcoin
3811,Bankera,BNK,0.16,0.0,1.6,-1.6,-2.6,595.0,0.0,10000000.0,0.0,Altcoin
3812,HNC Coin,HNC,0.03,0.0,-24.0,-22.6,-27.5,1755.0,0.0,96000000.0,0.0,Altcoin
3813,Lightning Bitcoin,LBTC,0.27,1.6,-1.4,4.3,-5.2,53703.0,0.0,21000000.0,0.0,Infrastructure/L1/L2
3814,CoinLoan,CLT,1.72,0.8,43.7,-13.4,132.9,523.0,0.0,22000000.0,0.0,Altcoin
3815,Digitex,DGTX,0.0,-5.7,-3.0,-52.0,-32.2,1526.0,0.0,9200000000.0,0.0,Altcoin
3816,CoinPoker,CHP,0.08,0.1,0.0,-1.8,2.1,254.0,0.0,278000000.0,0.0,Altcoin
3817,Mixin,XIN,138.98,0.0,-1.6,-3.3,-16.1,11203.0,0.0,1000000.0,0.0,Altcoin
3818,Tokyo Coin,TOKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218000000.0,0.0,Altcoin
3819,Kzcash,KZC,0.0,0.3,-1.3,-34.4,-52.1,0.12,0.0,18900000.0,0.0,Altcoin
3820,High Performance Blockchain,HPB,0.01,-1.1,-8.2,3.6,8.2,61005.0,0.0,100000000.0,0.0,Infrastructure/L1/L2
3821,StarChain,STC,0.13,-1.8,-5.0,-4.0,17.1,63593.0,0.0,500000000.0,0.0,Infrastructure/L1/L2
3822,Double-A Chain,AAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Infrastructure/L1/L2
3823,SparksPay,SPK,0.0,0.2,-24.9,1.0,10.4,0.72,0.0,21000000.0,0.0,Altcoin
3824,Halcyon,HAL,0.0,0.2,-0.4,18.3,18.3,0.08,0.0,0.0,0.0,Altcoin
3825,Decentralized Universal Basic Income,DUBI,1.59,0.1,-9.3,1.2,33.2,160.0,0.0,1190000.0,0.0,Altcoin
3826,Purpose,PRPS,0.83,0.6,-0.9,-0.4,44.7,553.0,0.0,9210000.0,0.0,Altcoin
3827,Shping,SHPING,0.0,0.0,-1.5,-3.0,-12.6,131419.0,0.0,10000000000.0,0.0,Altcoin
3828,Cryptaur,CPT,0.0,-0.4,-0.3,49.7,1656.5,7.96,0.0,27700000000.0,0.0,Altcoin
3829,Hyper Pay,HPY,0.0,0.1,3.6,53.0,72.4,154796.0,0.0,2650000000.0,0.0,Altcoin
3830,Marscoin,MARS,0.07,-0.1,2.8,7.7,27.8,19800.0,0.0,0.0,0.0,Altcoin
3831,Social Send,SEND,0.0,0.5,1.7,-11.9,46.4,0.11,0.0,65000000.0,0.0,Altcoin
3832,CryptoSaga,SAGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147000000.0,0.0,Altcoin
3833,NevaCoin,NEVA,0.05,0.3,27.9,-96.1,1106.8,694.0,0.0,5430000.0,0.0,Altcoin
3834,KStarCoin,KSC,0.0,-0.5,-11.7,9.3,44.8,2461.0,0.0,450000000.0,0.0,Altcoin
3835,Gaming Stars,GAMES,0.05,-0.1,-8.2,-9.5,23.0,74968.0,0.0,102000000.0,0.0,Altcoin
3836,Rotharium,RTH,0.44,0.1,56.3,-2.9,-46.3,73.11,0.0,5210000.0,0.0,Altcoin
3837,Rutheneum,RTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000000.0,0.0,Altcoin
3838,Bitcoin God,GOD,1.68,0.7,0.9,1.2,18.5,33479.0,0.0,21000000.0,0.0,Infrastructure/L1/L2
3839,Cryptyk,CTK,0.0,-1.4,-2.9,-10.6,22.0,11572.0,0.0,750000000.0,0.0,Altcoin
3840,P2P solutions foundation,P2PS,116.26,0.3,2.0,0.8,20.8,4949481.0,0.0,10000000000.0,0.0,Altcoin
3841,Quebecoin,QBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Altcoin
3842,Modex,MODEX,0.1,-1.9,20.7,27.9,-18.3,13007.0,0.0,266000000.0,0.0,DeFi
3843,MktCoin,MKT,0.0,-0.3,-7.7,-5.0,-55.3,1.18,0.0,10000000000.0,0.0,Altcoin
3844,Konstellation,DARC,0.0,-0.2,-8.9,82.6,78.0,82480.0,0.0,1000000000.0,0.0,Altcoin
3845,WETH,WETH,2027.43,0.2,2.1,0.9,21.2,2110024206.0,0.0,3060000.0,0.0,Altcoin
3846,Open Platform,OPEN,0.0,-3.5,-11.2,-3.9,2.8,32467.0,0.0,1750000000.0,0.0,Altcoin
3847,LooksCoin,LOOK,0.0,-0.2,-0.1,-0.1,-0.1,10293.0,0.0,1000000000.0,0.0,Altcoin
3848,LemoChain,LEMO,0.0,0.2,-3.4,-1.6,17.8,36130.0,0.0,1600000000.0,0.0,Infrastructure/L1/L2
3849,GoCrypto,GOC,0.0,-0.6,2.7,11.2,-53.4,182725.0,0.0,328000000.0,0.0,Altcoin
3850,Invox Finance,INVOX,0.01,0.0,0.0,0.0,0.0,0.0,0.0,464000000.0,0.0,DeFi
3851,Iagon,IAG,0.08,-0.2,4.9,20.3,40.0,159628.0,0.0,1000000000.0,0.0,Altcoin
3852,ABBC,ABBC,0.03,0.9,-5.3,-14.1,-15.8,10412804.0,0.0,0.0,0.0,Altcoin
3853,Seele,SEELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000000.0,0.0,Altcoin
3854,Virtue Poker Points,VPP,0.0,-11.2,-22.3,-28.0,63.6,9031.0,0.0,500000000.0,0.0,Altcoin
3855,CENNZnet,CENNZ,0.02,-13.7,-1.0,3.1,33.9,67915.0,0.0,1200000000.0,0.0,Altcoin
3856,Bitcoin Private,BTCP,0.74,0.0,0.0,0.0,0.0,0.0,0.0,21000000.0,0.0,Infrastructure/L1/L2
3857,Niobio,NBR,0.01,0.0,249.8,243.9,126.2,25.63,0.0,336000000.0,0.0,Altcoin
3858,OMEGA,OMEGA,0.0,0.2,-1.8,0.5,-58.9,4.33,0.0,33000000.0,0.0,Altcoin
3859,Dinero,DIN,0.0,0.3,0.8,34.6,18.4,2.33,0.0,100000000.0,0.0,Altcoin
3860,Appics,APX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000000.0,0.0,Altcoin
3861,Invictus Hyperion Fund,IHF,0.03,0.0,0.0,0.0,0.0,0.0,0.0,123000000.0,0.0,Altcoin
3862,Monero-Classic,XMC,0.33,0.2,0.1,1.3,9.2,19183.0,0.0,0.0,0.0,Altcoin
3863,Uhive,HVE2,0.0,1.1,-2.1,6.4,7.4,93606.0,0.0,60000000000.0,0.0,Altcoin
3864,Pigeoncoin,PGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000000000.0,0.0,Altcoin
3865,CyberVein,CVT,0.0,2.0,-1.1,-4.5,25.1,27547.0,0.0,2150000000.0,0.0,Altcoin
3866,BidiPass,BDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000000.0,0.0,Altcoin
3867,Ombre,OMB,0.0,-0.3,-4.2,-12.5,5.2,2.73,0.0,1000000000.0,0.0,Altcoin
3868,MYCE,YCE,0.0,4.8,-1.3,-24.2,-10.9,30.08,0.0,250000000.0,0.0,Altcoin
3869,FuturoCoin,FTO,0.0,0.3,97.1,101.8,136.6,12.24,0.0,100000000.0,0.0,Altcoin
3870,PlatinCoin,PLC,0.01,-1.6,-87.6,-26.6,-87.2,271.0,0.0,600000000.0,0.0,Altcoin
3871,Typerium,TYPE,0.0,-0.1,0.0,3.4,-11.6,0.0,0.0,2000000000.0,0.0,Altcoin
3872,ZCore [OLD],ZCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330000.0,0.0,Altcoin
3873,Innovative Bioresearch Coin,INNBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600000000000.0,0.0,Altcoin
3874,Agricoin,AGN,0.01,-3.8,-9.2,-7.0,9.2,60.0,0.0,50000000.0,0.0,Altcoin
3875,GlitzKoin,GTN,0.05,0.2,-0.1,-0.2,-0.4,183.0,0.0,999000000.0,0.0,Altcoin
3876,ZEON Network,ZEON,0.0,-0.2,-0.4,2.3,-3.8,27310.0,0.0,50000000000.0,0.0,Infrastructure/L1/L2
3877,Hippocrat,HPO,0.09,1.6,-5.2,-1.1,22.5,4802004.0,0.0,1080000000.0,0.0,Altcoin
3878,Taler,TLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,Altcoin
3879,Global Social Chain,GSC,0.0,-4.5,3.7,4.0,24.3,10125.0,0.0,1000000000.0,0.0,Infrastructure/L1/L2
3880,Newton Project,NEW,0.0,-0.5,2.3,0.4,-3.8,141327.0,0.0,100000000000.0,0.0,Altcoin
3881,Endor Protocol,EDR,0.0,29.6,3.8,56.4,-64.9,540.0,0.0,1500000000.0,0.0,Infrastructure/L1/L2
3882,Elya,ELYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Altcoin
3883,Peony Coin,PNY,0.0,0.3,-5.3,8.2,-34.0,40.94,0.0,574000000.0,0.0,Altcoin
3884,PRiVCY,PRIV,0.0,0.4,1.7,0.0,6.0,2.22,0.0,30000000.0,0.0,Altcoin
3885,PlayChip,PLA,0.0,0.2,-2.5,-59.4,-48.7,14.6,0.0,50000000000.0,0.0,Altcoin
3886,ioeX,IOEX,0.0,-6.6,0.1,10.1,-3.3,952.0,0.0,200000000.0,0.0,Altcoin
3887,TronClassic,TRXC,0.0,0.0,1.5,35.8,10.0,70.44,0.0,1000000000000.0,0.0,Altcoin
3888,4ART Coin,4ART,0.0,0.1,0.0,-79.2,-77.0,85.46,0.0,3510000000.0,0.0,Altcoin
3889,DxChain,DX,0.0,-0.1,-1.3,1.4,2.6,39991.0,0.0,100000000000.0,0.0,Infrastructure/L1/L2
3890,PERL.eco,PERL,0.02,0.1,-4.8,-11.2,-2.7,1816665.0,0.0,1020000000.0,0.0,Altcoin
3891,BitCanna,BCNA,0.01,-0.4,-4.8,-10.3,61.1,5785.0,0.0,427000000.0,0.0,Altcoin
3892,Actinium,ACM,0.0,0.3,47.9,0.9,-11.3,74.87,0.0,84000000.0,0.0,Altcoin
3893,Bittwatt,BWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339000000.0,0.0,Altcoin
3894,Beyond Protocol,BP,0.0,-0.4,3.5,8.3,-16.4,15499.0,0.0,500000000.0,0.0,Infrastructure/L1/L2
3895,DigiFinex,DFT,0.01,-0.3,0.5,-4.4,15.6,2332902.0,0.0,2100000000.0,0.0,Altcoin
3896,MoneroV,XMV,0.0,11.3,-1.4,0.9,97.2,126.0,0.0,27000000.0,0.0,Altcoin
3897,Atlas Protocol,ATP,0.0,-1.0,-6.3,-7.0,1.8,31034.0,0.0,10000000000.0,0.0,Infrastructure/L1/L2
3898,One,ONE,0.0,0.8,0.0,-5.4,-14.2,609524.0,0.0,12700000000.0,0.0,Altcoin
3899,Lightyears,YEAR,0.02,0.3,-2.9,-0.5,15.1,92.61,0.0,71200000000.0,0.0,Altcoin
3900,Nerva,XNV,0.01,0.2,2.1,-30.3,-27.0,4.87,0.0,18000000.0,0.0,Altcoin
3901,Rootstock RSK,RBTC,36311.47,-0.2,-1.3,1.1,18.8,368751.0,0.0,21000000.0,0.0,Altcoin
3902,Help The Homeless Coin,HTH,0.0,0.5,69.1,161.0,261.1,298.0,0.0,128000000.0,0.0,Altcoin
3903,Action Coin,ACTN,0.0,0.0,-1.0,-1.1,0.6,572.0,0.0,2000000000.0,0.0,Altcoin
3904,VIDY,VIDY,0.0,-0.3,-1.0,-2.2,-8.0,34426.0,0.0,10000000000.0,0.0,Altcoin
3905,Cloudbric,CLBK,0.0,3.2,2.8,-6.2,5.9,5923.0,0.0,990000000.0,0.0,Altcoin
3906,Acreage Coin,ACR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Altcoin
3907,Conscious Value Network,CVNT,0.55,-1.7,-2.1,1.4,3.9,25781.0,0.0,1000000000.0,0.0,Infrastructure/L1/L2
3908,Fox Trading,FOXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9250000.0,0.0,Altcoin
3909,INFLIV,IFV,0.0,0.1,-0.6,0.5,-1.4,224.0,0.0,70000000.0,0.0,Altcoin
3910,Bitforex,BF,0.0,-0.1,-0.1,12.1,14.1,1173523.0,0.0,10000000000.0,0.0,Altcoin
3911,Lynx,LYNX,0.0,0.3,-2.9,27.8,9.9,7.58,0.0,92000000000.0,0.0,Altcoin
3912,Citadel,CTL,0.0,0.3,18.3,1.1,-45.2,164.0,0.0,18500000.0,0.0,Altcoin
3913,LINA,LINA,0.0,0.0,-24.1,-51.0,-6.9,0.29,0.0,900000000.0,0.0,Altcoin
3914,Nasdacoin,NSD,0.0,-1.6,-2.1,-6.7,16.0,4482.0,0.0,84000000.0,0.0,Altcoin
3915,Insureum,ISR,0.0,-0.2,10.2,-9.2,-5.8,22.65,0.0,297000000.0,0.0,Altcoin
3916,BaaSid,BAAS,0.0,-0.2,-6.1,-5.6,8.0,10653.0,0.0,10000000000.0,0.0,Altcoin
3917,CyberFM,CYFM,0.0,0.3,0.0,0.0,100.8,0.1,0.0,138000000000.0,0.0,Altcoin
3918,Venox,VNX,0.01,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,0.0,Altcoin
3919,Manna,MANNA,0.0,0.2,-12.0,-16.7,-96.5,26.5,0.0,0.0,0.0,Altcoin
3920,Ad Flex,ADF,0.14,0.0,-1.3,-4.6,-16.8,14733.0,0.0,1000000000.0,0.0,Altcoin
3921,Vankia Chain,VKT,0.0,0.0,9.0,-12.1,10.7,34028.0,0.0,1000000000.0,0.0,Infrastructure/L1/L2
3922,EveryCoin,EVY,0.0,-0.1,3.7,4.2,-36.9,42.7,0.0,88800000000.0,0.0,Altcoin
3923,SCRIV,SCRIV,0.0,0.5,1.7,-2.6,-2.9,0.36,0.0,150000000.0,0.0,Altcoin
3924,Dextro,DXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,DeFi
3925,Moments Market,MMT,0.0,0.5,1.0,107.8,208.6,0.02,0.0,10000000.0,0.0,Altcoin
3926,Ontology Gas,ONG,0.32,0.5,-5.6,-8.4,25.6,3763231.0,0.0,1000000000.0,0.0,Altcoin
3927,01coin,ZOC,0.0,0.0,155.3,578.5,596.8,29.66,0.0,65700000.0,0.0,Altcoin
3928,Cryptoflow,CFL,0.0,0.4,-1.8,0.6,-13.0,5.84,0.0,1560000000.0,0.0,Altcoin
3929,RealTract,RET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000000.0,0.0,Altcoin
3930,SWTCoin,SWAT,0.0,0.6,-74.7,-76.2,-44.6,6.77,0.0,2000000000.0,0.0,Altcoin
3931,ANON,ANON,0.01,0.0,0.0,0.0,0.0,0.0,0.0,20200000.0,0.0,Altcoin
3932,smARTOFGIVING,AOG,0.63,2.0,0.4,-0.1,1.8,15423.0,0.0,1970000000.0,0.0,Altcoin
3933,WayaWolfCoin,WW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,Altcoin
3934,Bloc.Money,BLOC,0.0,-24.9,-1.5,101.8,136.6,39.78,0.0,50000000.0,0.0,Altcoin
3935,TEMCO,TEMCO,0.0,0.2,-1.7,-0.5,0.9,47595.0,0.0,6000000000.0,0.0,Altcoin
3936,ILCOIN,ILC,0.0,2.3,12.9,6.9,-16.6,5406.0,0.0,2500000000.0,0.0,Altcoin
3937,Tenup,TUP,0.02,0.0,-0.9,-7.9,-6.0,103012.0,0.0,57000000.0,0.0,Altcoin
3938,Student Coin,STC,0.0,-0.6,0.3,7.0,-2.3,13230.0,0.0,10000000000.0,0.0,Altcoin
3939,Helpico,HELP,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,Altcoin
3940,EchoSoraCoin,ESRC,0.0,-8.9,-10.3,-8.1,31.9,7.19,0.0,144000000.0,0.0,Altcoin
3941,Menapay,MPAY,0.0,0.2,-1.5,1.0,12.7,284.0,0.0,400000000.0,0.0,Altcoin
3942,MINDOL,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000000.0,0.0,Altcoin
3943,ClassicBitcoin,CBTC,0.0,0.0,-26.5,5.2,5.0,0.0,0.0,20900000.0,0.0,Infrastructure/L1/L2
3944,QMCoin,QMC,0.0,1.2,-0.6,-19.9,-9.3,7775.0,0.0,42000000.0,0.0,Altcoin
3945,Ecoreal Estate,ECOREAL,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Altcoin
3946,MAX,MAX,0.21,-0.1,-0.1,1.8,3.2,66074.0,0.0,500000000.0,0.0,Altcoin
3947,Qredit,XQR,0.01,0.4,-1.3,1.1,18.8,24.69,0.0,0.0,0.0,Altcoin
3948,Recovery Right,RRT,0.8,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,Altcoin
3949,Zaif,ZAIF,0.0,0.1,-5.7,-2.3,49.9,4231.0,0.0,0.0,0.0,Altcoin
3950,FISCO Coin,FSCC,0.36,0.6,0.9,0.0,-39.9,563.0,0.0,50000000.0,0.0,Altcoin
3951,CAICA Coin,CICC,0.03,-0.2,-1.6,2.2,-39.1,655.0,0.0,300000000.0,0.0,Altcoin
3952,Volentix,VTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000000.0,0.0,Altcoin
3953,GoldKash,XGK,0.0,-0.1,-2.9,-6.3,2.2,0.0,0.0,25000000000.0,0.0,Altcoin
3954,Huobi Pool,HPT,0.0,0.9,-3.1,-3.5,-7.4,66.29,0.0,10000000000.0,0.0,Altcoin
3955,CoinClaim,CLM,0.0,-2.7,-2.0,-6.8,-26.0,5444.0,0.0,2000000000.0,0.0,Altcoin
3956,ThreeFold,TFT,0.01,0.1,0.7,6.7,14.8,1163.0,0.0,4000000000.0,0.0,Altcoin
3957,SoPay,SOP,0.0,-1.8,-3.7,-3.7,0.6,29954.0,0.0,4500000000.0,0.0,Altcoin
3958,ZenSports,SPORTS,0.0,0.7,3.2,-13.0,-13.3,18222.0,0.0,5020000000.0,0.0,Altcoin
3959,UraniumX,URX,0.78,0.0,0.0,0.0,0.0,0.0,0.0,235000.0,0.0,Altcoin
3960,WemergeToken,MRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Altcoin
3961,BOTXCOIN,BOTX,0.0,-3.6,-4.4,-7.3,-1.8,3752.0,0.0,5000000000.0,0.0,Altcoin
3962,Locus Chain,LOCUS,0.01,0.1,1.7,-3.2,-21.4,14611.0,0.0,7000000000.0,0.0,Infrastructure/L1/L2
3963,FRED Energy,FRED,0.0,-1.1,7.0,-27.2,0.4,860.0,0.0,808000000.0,0.0,Altcoin
3964,EthereumX,ETX,0.0,9.2,-1.0,-17.4,14.7,46.69,0.0,100000000.0,0.0,Infrastructure/L1/L2
3965,AgaveCoin,AGVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000000000.0,0.0,Altcoin
3966,Beacon,BECN,0.0,0.4,17.7,4.3,-61.2,0.39,0.0,44200000.0,0.0,Altcoin
3967,HireVibes,VIBES,0.0,0.0,1.4,-7.9,-58.0,0.03,0.0,350000000.0,0.0,Altcoin
3968,Football Coin,XFC,0.01,-0.1,-0.4,-0.4,1.1,95048.0,0.0,1000000000.0,0.0,Altcoin
3969,HedgeTrade,HEDG,0.02,-4.1,-3.2,-18.1,-31.1,5238.0,0.0,1000000000.0,0.0,Altcoin
3970,SonoCoin,SONO,0.0,0.0,5.2,-15.2,-49.8,13.26,0.0,129000000.0,0.0,Altcoin
3971,PlayGame,PXG,0.0,0.1,0.8,-2.2,11.6,9.57,0.0,1000000000.0,0.0,Altcoin
3972,Cajutel,CAJ,0.63,11.5,3.3,22.4,11.1,5946.0,0.0,1780000.0,0.0,Altcoin
3973,eXPerience Chain,XPC,0.0,-0.2,-0.3,0.5,12.3,11038.0,0.0,0.0,0.0,Infrastructure/L1/L2
3974,Levolution,LEVL,0.01,0.0,0.0,0.0,0.0,0.0,0.0,311000000.0,0.0,Altcoin
3975,S4FE,S4F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Altcoin
3976,Bitcoin Faith,BTF,7.3,0.1,-8.6,-7.8,146.8,26811.0,0.0,0.0,0.0,Infrastructure/L1/L2
3977,BMCHAIN,BMT,4.48,-0.1,0.1,-0.1,0.2,203716.0,0.0,91900000.0,0.0,Infrastructure/L1/L2
3978,Atheneum,AEM,0.0,0.6,-26.4,49.1,193.2,3.51,0.0,100000000.0,0.0,Altcoin
3979,Veco,VECO,0.0,12.8,-1.4,127.4,113.7,122.0,0.0,40000000.0,0.0,Altcoin
3980,Atomic Wallet Coin,AWC,0.13,0.0,-1.4,10.4,73.7,891.0,0.0,100000000.0,0.0,Altcoin
3981,Slimcoin,SLM,0.0,0.2,-1.6,1.1,18.4,8.17,0.0,250000000.0,0.0,Altcoin
3982,Flowchain,FLC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,Infrastructure/L1/L2
3983,Stem Cell Coin,SCC,0.0,0.0,0.3,4.2,20.3,0.01,0.0,5000000000.0,0.0,Altcoin
3984,CONUN,CON,0.0,-2.0,-5.3,-14.3,-35.7,128876.0,0.0,5000000000.0,0.0,Altcoin
3985,Chimpion,BNANA,0.01,-0.9,-5.1,5.8,-37.3,134703.0,0.0,0.0,0.0,Altcoin
3986,SpectreSecurityCoin,XSPC,0.0,0.3,-1.4,2.3,20.1,124.0,0.0,500000000.0,0.0,Altcoin
3987,Dogz,DOGZ,0.0,-0.2,4.4,5.3,21.2,241093.0,0.0,100000000000.0,0.0,Altcoin
3988,Stably USDS,USDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000.0,0.0,Stablecoin
3989,BitTorrent [OLD],BTTOLD,0.0,1.0,-6.0,-9.2,13.6,9729.0,0.0,990000000000.0,0.0,Altcoin
3990,Mobile Crypto Pay Coin,MCPC,0.0,-1.5,-3.1,0.9,18.3,69.66,0.0,21000000.0,0.0,Altcoin
3991,Vip Coin,VIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,Altcoin
3992,BITO Coin,BITO,0.08,0.3,-0.1,3.0,23.5,9953.0,0.0,500000000.0,0.0,Altcoin
3993,AEUR,AEUR,1.87,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,Altcoin
3994,BuckHath Coin,BHIG,0.04,0.3,-5.6,0.2,22.6,904.0,0.0,200000000.0,0.0,Altcoin
3995,Deutsche Digital Assets,ICNQ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,Altcoin
3996,Unification,FUND,0.15,0.6,5.4,-0.5,-1.4,17523.0,0.0,122000000.0,0.0,Altcoin
3997,Meconcash,MCH,0.01,-1.8,-0.5,-5.7,4.3,54534.0,0.0,1000000000.0,0.0,Altcoin
3998,Elitium,EUM,0.04,0.0,1.8,-95.3,-94.7,31.98,0.0,332000000.0,0.0,Altcoin
3999,BitCash,BITC,0.0,0.3,-1.4,1.0,18.7,222.0,0.0,100000000.0,0.0,Altcoin
4000,iBitHub,IBH,0.0,1.3,3.8,113.9,-14.3,73.64,0.0,21000000.0,0.0,Altcoin
4001,Runebase,RUNES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52600000000.0,0.0,Altcoin
4002,ScopeCoin,XSCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,Altcoin
4003,HAKI Token,HAKI,11.11,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,Altcoin
4004,Doichain,DOI,0.51,0.9,-1.1,-8.3,-90.5,74644.0,0.0,21000000.0,0.0,Infrastructure/L1/L2
4005,One World Coin,OWO,0.0,103.4,105.4,198.9,67.1,123.0,0.0,753000000.0,0.0,Altcoin
4006,BitcoinV,BTCV,0.0,-5.6,-7.2,-4.9,18.7,203.0,0.0,28000000.0,0.0,Infrastructure/L1/L2
4007,Cresio,XCRE,0.01,-0.5,-1.2,-15.4,23.1,214.0,0.0,40000000.0,0.0,Altcoin
4008,EcoG9coin,EGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,Altcoin
4009,888tron,888,0.01,0.7,-1.4,0.1,16.0,331.0,0.0,100000000.0,0.0,Altcoin
4010,MillenniumClub Coin [OLD],MCLB,0.0,0.5,-1.5,1984.6,1982.4,0.0,0.0,20000000.0,0.0,Altcoin
4011,Ultragate,ULG,0.0,0.3,-50.9,7.0,20.1,147.0,0.0,32000000.0,0.0,Altcoin
4012,Maya Preferred,MAYP,109861.0,0.0,-45.3,-77.8,-76.0,9.89,0.0,200000000.0,0.0,Altcoin
4013,LiquidApps,DAPP,0.0,1.6,-1.9,-10.5,-69.4,412.0,0.0,0.0,0.0,Altcoin
4014,Dequant,DEQ,0.0,-3.0,-4.7,1.1,-51.1,19.06,0.0,40000000.0,0.0,Altcoin
4015,Naka Bodhi,NBOT,0.0,0.1,-5.2,1.8,6.2,37898.0,0.0,100000000.0,0.0,Altcoin
4016,BlockchainPoland,BCP,0.01,0.0,-0.5,13.5,46.5,168.0,0.0,160000000.0,0.0,Infrastructure/L1/L2
4017,ChangeNOW,NOW,0.07,0.0,2.0,-0.4,19.6,599.0,0.0,200000000.0,0.0,Altcoin
4018,Silvercashs,SVC,0.0,-1.1,-5.9,-0.5,15.2,0.0,0.0,250000000.0,0.0,Altcoin
4019,iOWN,IOWN,0.0,-0.1,0.0,0.0,-57.0,0.9,0.0,350000000.0,0.0,Altcoin
4020,Bellcoin,BELL,0.0,0.0,-1.0,1.3,4.4,0.05,0.0,200000000.0,0.0,Altcoin
4021,REDANCOIN,REDAN,0.03,-0.1,0.0,-0.1,-0.1,15273.0,0.0,5000000000.0,0.0,Altcoin
4022,PANTHEON X,XPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000000.0,0.0,Altcoin
4023,Lichang,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000000.0,0.0,Altcoin
